ano,id_municipio,populacao_urbana,populacao_urbana_residente_agua,populacao_urbana_atendida_agua,populacao_urbana_residente_esgoto,populacao_urbana_atendida_esgoto
2019,5105622,23541.0,23541.0,22012.0,23541.0,7806.0
2020,5106281,3038.0,3038.0,3038.0,3038.0,2255.0
2020,2502409,8233.0,8233.0,8233.0,8233.0,4528.0
2021,2503308,3695.0,3695.0,3695.0,3695.0,3695.0
2019,2510808,103975.0,103975.0,103975.0,103975.0,16539.0
2021,2511103,3272.0,3272.0,3272.0,3272.0,3272.0
2020,2600203,6602.0,6602.0,6602.0,6602.0,6500.0
2021,2600500,26816.0,26816.0,21130.0,26816.0,16000.0
2020,2601409,35677.0,35677.0,35677.0,35677.0,13003.0
2020,2603009,22126.0,22126.0,22126.0,22126.0,21950.0
2020,2603702,14251.0,14251.0,14251.0,14251.0,7125.0
2019,2606408,75197.0,75197.0,75197.0,75197.0,1247.0
2021,2606804,110199.0,110199.0,88837.0,110199.0,4907.0
2019,2616001,11909.0,11909.0,10571.0,11909.0,6445.0
2019,2201804,1798.0,1798.0,1718.0,1798.0,528.0
2021,4100608,12274.0,12274.0,12274.0,12274.0,9852.0
2021,4100905,5095.0,5095.0,5095.0,5095.0,2901.0
2020,4101101,18709.0,18709.0,18709.0,18709.0,14867.0
2020,4101606,23837.0,23837.0,23837.0,23837.0,20146.0
2021,4102000,29260.0,29260.0,29260.0,29260.0,16008.0
2021,4102109,24026.0,24026.0,24026.0,24026.0,22051.0
2020,4102109,23939.0,23939.0,23939.0,23939.0,21638.0
2020,4104105,4736.0,4736.0,4736.0,4736.0,2291.0
2021,4110078,8422.0,8422.0,8422.0,8422.0,6025.0
2019,4110706,48545.0,48545.0,48545.0,48545.0,48545.0
2021,4113205,29475.0,29475.0,29475.0,29475.0,29475.0
2021,4114807,29136.0,29136.0,28391.0,29136.0,20000.0
2019,4114906,6295.0,6295.0,6295.0,6295.0,1837.0
2020,4115200,422418.0,422418.0,422418.0,422418.0,422376.0
2019,4116901,25501.0,25501.0,25501.0,25501.0,18038.0
2020,4117206,4960.0,4960.0,4960.0,4960.0,1466.0
2021,4117909,27830.0,27830.0,27830.0,27830.0,25870.0
2020,4118501,78886.0,78886.0,78886.0,78886.0,78886.0
2019,4119301,16424.0,16424.0,16424.0,16424.0,7612.0
2020,4120002,10280.0,10280.0,10280.0,10280.0,10280.0
2020,4122602,7697.0,7697.0,7697.0,7697.0,5564.0
2019,4123204,2795.0,2795.0,2795.0,2795.0,2026.0
2021,4125506,300026.0,300026.0,300026.0,300026.0,282545.0
2020,4126207,3545.0,3545.0,3545.0,3545.0,2080.0
2021,3302403,261155.0,261155.0,242235.0,261155.0,235659.0
2021,3303856,19701.0,19701.0,19701.0,19701.0,16876.0
2021,3304201,124969.0,124969.0,124697.0,124969.0,124697.0
2020,3304607,5973.0,5973.0,4129.0,5973.0,5000.0
2021,2402600,38685.0,38685.0,38397.0,38685.0,13017.0
2021,2408003,277397.0,277397.0,277397.0,277397.0,156375.0
2021,2408409,3192.0,3192.0,3192.0,3192.0,850.0
2020,2408409,3202.0,3202.0,3202.0,3202.0,850.0
2020,2412401,3641.0,3641.0,2645.0,3641.0,3080.0
2021,2412609,12927.0,12927.0,12927.0,12927.0,3093.0
2021,2410306,6451.0,6451.0,6451.0,6451.0,2360.0
2019,1100023,91355.0,91355.0,73422.0,91355.0,2251.0
2020,1400159,4258.0,4258.0,4245.0,4258.0,3160.0
2020,4300604,211352.0,211352.0,211352.0,211352.0,69063.0
2019,4303004,70309.0,70309.0,70309.0,70309.0,25168.0
2019,4305108,491953.0,491953.0,491953.0,491953.0,454616.0
2021,4306106,57450.0,57450.0,57450.0,57450.0,12458.0
2021,4306601,34642.0,34642.0,34642.0,34642.0,5173.0
2021,4321501,37886.0,37886.0,37886.0,37886.0,26376.0
2020,4322152,1432.0,1432.0,1432.0,1432.0,1432.0
2021,4204202,208469.0,208469.0,208469.0,208469.0,91608.0
2020,4205506,32071.0,32071.0,30701.0,32071.0,5237.0
2021,4211801,4764.0,4764.0,4764.0,4764.0,1656.0
2020,4218004,32885.0,32885.0,32500.0,32885.0,23100.0
2020,4218756,1385.0,1385.0,887.0,1385.0,237.0
2021,2806107,7876.0,7876.0,7660.0,7876.0,7000.0
2020,2807402,35240.0,35240.0,34801.0,35240.0,35240.0
2019,3500758,4530.0,4530.0,4530.0,4530.0,2900.0
2019,3502903,23470.0,23470.0,23470.0,23470.0,10566.0
2019,3504008,99830.0,99830.0,99830.0,99830.0,99830.0
2019,3506102,73848.0,73848.0,73848.0,73848.0,73848.0
2019,3506508,119953.0,119953.0,119953.0,119953.0,119953.0
2021,3509254,20770.0,20770.0,20770.0,20770.0,19967.0
2019,3512001,17248.0,17248.0,16223.0,17248.0,16223.0
2020,3517505,19260.0,19260.0,19025.0,19260.0,19000.0
2021,3519253,4354.0,4354.0,3227.0,4354.0,3154.0
2020,3519907,7276.0,7276.0,7195.0,7276.0,6520.0
2021,3520400,35945.0,35945.0,25321.0,35945.0,14526.0
2019,3524204,6481.0,6481.0,5699.0,6481.0,6045.0
2020,3524709,57028.0,57028.0,57028.0,57028.0,55899.0
2021,3528908,3283.0,3283.0,3283.0,3283.0,3283.0
2019,3529807,12331.0,12331.0,12331.0,12331.0,12331.0
2019,3532603,9298.0,9298.0,9298.0,9298.0,9298.0
2019,3533809,1646.0,1646.0,1646.0,1646.0,1646.0
2021,3534302,43531.0,43531.0,43055.0,43531.0,43125.0
2021,3535002,11045.0,11045.0,10847.0,11045.0,10684.0
2020,3535309,20423.0,20423.0,20423.0,20423.0,20423.0
2020,3535507,41637.0,41637.0,41637.0,41637.0,41637.0
2021,3536000,8970.0,8970.0,8970.0,8970.0,8970.0
2020,3536604,8084.0,8084.0,8066.0,8084.0,7967.0
2020,3537909,23102.0,23102.0,23102.0,23102.0,18702.0
2021,3538006,165703.0,165703.0,165703.0,165703.0,165703.0
2019,3541109,3407.0,3407.0,3407.0,3407.0,3407.0
2021,3541208,10015.0,10015.0,10015.0,10015.0,10015.0
2020,3541703,13335.0,13335.0,13335.0,13335.0,13335.0
2020,3542107,8022.0,8022.0,8022.0,8022.0,8022.0
2021,3544103,52009.0,52009.0,44402.0,52009.0,31029.0
2021,3544806,5834.0,5834.0,5768.0,5834.0,5768.0
2019,3547304,139447.0,139447.0,139447.0,139447.0,66819.0
2020,3549805,436774.0,436774.0,434690.0,436774.0,434690.0
2020,3550902,13864.0,13864.0,13628.0,13864.0,13628.0
2019,1710706,3303.0,3303.0,3300.0,3303.0,1810.0
2020,2700607,7213.0,7213.0,7212.0,7213.0,1413.0
2019,2905602,25090.0,25090.0,21710.0,25090.0,9068.0
2019,2907301,16214.0,16214.0,16214.0,16214.0,663.0
2019,2908200,14548.0,14548.0,14548.0,14548.0,443.0
2020,2911303,5671.0,5671.0,5657.0,5671.0,3379.0
2020,2914653,23159.0,23159.0,23126.0,23159.0,1050.0
2019,2922409,10007.0,10007.0,10007.0,10007.0,9359.0
2019,2925956,6774.0,6774.0,6774.0,6774.0,5070.0
2019,2926004,24706.0,24706.0,22274.0,24706.0,21335.0
2021,2926707,6246.0,6246.0,6140.0,6246.0,3065.0
2019,2931905,21233.0,21233.0,21233.0,21233.0,12687.0
2020,2933307,305414.0,305414.0,303455.0,305414.0,282998.0
2020,2302305,13773.0,13773.0,8123.0,13773.0,5371.0
2021,2304236,9637.0,9637.0,4672.0,9637.0,1223.0
2021,2304657,5570.0,5570.0,4475.0,5570.0,665.0
2020,2306256,38055.0,38055.0,28840.0,38055.0,469.0
2021,2306504,9779.0,9779.0,6989.0,9779.0,9779.0
2021,2307205,4776.0,4776.0,2921.0,4776.0,4776.0
2021,2308302,13124.0,13124.0,10082.0,13124.0,3620.0
2021,2313104,20657.0,20657.0,15069.0,20657.0,1954.0
2019,2313906,8241.0,8241.0,3751.0,8241.0,1059.0
2020,3201506,108616.0,108616.0,108049.0,108616.0,106968.0
2020,3202652,5119.0,5119.0,4104.0,5119.0,3000.0
2021,5201405,601231.0,601231.0,476587.0,601231.0,353215.0
2021,5209200,11520.0,11520.0,11520.0,11520.0,10192.0
2019,5211800,42619.0,42619.0,39919.0,42619.0,12897.0
2021,5213707,5358.0,5358.0,5358.0,5358.0,3409.0
2021,5215603,13647.0,13647.0,13647.0,13647.0,13436.0
2021,5217708,14528.0,14528.0,14528.0,14528.0,14528.0
2020,3100906,14913.0,14913.0,14626.0,14913.0,705.0
2020,3102407,1474.0,1474.0,1060.0,1474.0,1430.0
2019,3106408,3373.0,3373.0,3327.0,3373.0,3373.0
2021,3108404,11371.0,11371.0,11109.0,11371.0,7946.0
2020,3110301,8254.0,8254.0,6921.0,8254.0,5369.0
2020,3112604,15185.0,15185.0,13005.0,15185.0,15000.0
2020,3117603,2161.0,2161.0,2154.0,2161.0,1778.0
2021,3117900,9045.0,9045.0,8672.0,9045.0,8672.0
2020,3119005,2843.0,2843.0,2532.0,2843.0,2843.0
2021,3120607,3176.0,3176.0,3167.0,3176.0,3176.0
2020,3121001,3212.0,3212.0,3212.0,3212.0,3212.0
2021,3126000,6340.0,6340.0,6124.0,6340.0,5100.0
2021,3126505,3211.0,3211.0,3211.0,3211.0,1050.0
2021,3132404,89268.0,89268.0,81864.0,89268.0,76105.0
2020,3134004,6834.0,6834.0,6307.0,6834.0,5119.0
2021,3135308,2860.0,2860.0,2860.0,2860.0,2860.0
2019,3138674,1845.0,1845.0,1845.0,1845.0,1845.0
2021,3138807,16438.0,16438.0,15723.0,16438.0,0.0
2019,3139102,3880.0,3880.0,3632.0,3880.0,3871.0
2019,3139409,73521.0,73521.0,73521.0,73521.0,73521.0
2020,3140209,2428.0,2428.0,2350.0,2428.0,2100.0
2019,3143153,1791.0,1791.0,1668.0,1791.0,1473.0
2021,3146107,65071.0,65071.0,63331.0,65071.0,41530.0
2019,3147303,17470.0,17470.0,17422.0,17470.0,17422.0
2019,3151206,55389.0,55389.0,55389.0,55389.0,30338.0
2021,3151602,12094.0,12094.0,11444.0,12094.0,11945.0
2019,3151909,5066.0,5066.0,4134.0,5066.0,4134.0
2021,3153202,1687.0,1687.0,1687.0,1687.0,1519.0
2019,3157658,3963.0,3963.0,3096.0,3963.0,2377.0
2021,3158300,5144.0,5144.0,5144.0,5144.0,5144.0
2019,3160405,24131.0,24131.0,23359.0,24131.0,22513.0
2019,3162104,33509.0,33509.0,32144.0,33509.0,30766.0
2020,3162955,13897.0,13897.0,13191.0,13897.0,13191.0
2020,3163706,46202.0,46202.0,46202.0,46202.0,42689.0
2019,3164100,2168.0,2168.0,2168.0,2168.0,1226.0
2020,3164431,1732.0,1732.0,1722.0,1732.0,1607.0
2019,3165404,4201.0,4201.0,4126.0,4201.0,3526.0
2020,3167806,4101.0,4101.0,4101.0,4101.0,4101.0
2021,3169703,14519.0,14519.0,14148.0,14519.0,12075.0
2020,5000252,3718.0,3718.0,3681.0,3718.0,3644.0
2020,5005608,17164.0,17164.0,16992.0,17164.0,8707.0
2020,5006309,37608.0,37608.0,37232.0,37608.0,31436.0
2021,5006606,75974.0,75974.0,75215.0,75974.0,61834.0
2019,5008404,4388.0,4388.0,4344.0,4388.0,485.0
2020,5100201,21056.0,21056.0,21056.0,21056.0,408.0
2019,5103205,27186.0,27186.0,26693.0,27186.0,14147.0
2019,1504422,130157.0,130157.0,41000.0,130157.0,14250.0
2020,2516607,6924.0,6924.0,6924.0,6924.0,5400.0
2019,2600054,91726.0,91726.0,86835.0,91726.0,22802.0
2020,2602209,16061.0,16061.0,16061.0,16061.0,675.0
2020,2606408,75756.0,75756.0,75756.0,75756.0,1224.0
2021,2608701,9045.0,9045.0,9045.0,9045.0,7675.0
2021,2611507,12850.0,12850.0,25700.0,12850.0,10200.0
2020,2202554,1664.0,1664.0,1641.0,1664.0,1664.0
2020,2209807,3500.0,3500.0,3461.0,3500.0,8.0
2021,4102802,14498.0,14498.0,14498.0,14498.0,7481.0
2021,4106506,14508.0,14508.0,14508.0,14508.0,10946.0
2020,4108502,9580.0,9580.0,9580.0,9580.0,4246.0
2020,4112405,8467.0,8467.0,8467.0,8467.0,8467.0
2019,4115200,416044.0,416044.0,416044.0,416044.0,416003.0
2019,4116208,7492.0,7492.0,7492.0,7492.0,7492.0
2019,4118204,149329.0,149329.0,149329.0,149329.0,134396.0
2021,4126207,3537.0,3537.0,3537.0,3537.0,2124.0
2021,4127403,13414.0,13414.0,13414.0,13414.0,10425.0
2019,4127700,127606.0,127606.0,127606.0,127606.0,124520.0
2020,4128500,15580.0,15580.0,15580.0,15580.0,11603.0
2019,3301504,21316.0,21316.0,21316.0,21316.0,8958.0
2021,3301900,241506.0,241506.0,51416.0,241506.0,50365.0
2020,3302106,17570.0,17570.0,17570.0,17570.0,17570.0
2020,3302700,161961.0,161961.0,65446.0,161961.0,7585.0
2019,3304102,14740.0,14740.0,14740.0,14740.0,1431.0
2021,3304409,14758.0,14758.0,12376.0,14758.0,14100.0
2020,2406809,2468.0,2468.0,2468.0,2468.0,1550.0
2021,2407807,9878.0,9878.0,9878.0,9878.0,1356.0
2021,2412104,4996.0,4996.0,4996.0,4996.0,3040.0
2020,1100205,491786.0,491786.0,177267.0,491786.0,25373.0
2019,4310801,22078.0,22078.0,22078.0,22078.0,1474.0
2020,4313391,597.0,597.0,597.0,597.0,597.0
2019,4202404,340741.0,340741.0,340130.0,340741.0,149926.0
2020,4205902,57539.0,57539.0,57539.0,57539.0,1656.0
2020,4217006,12247.0,12247.0,12247.0,12247.0,12247.0
2020,3500758,4608.0,4608.0,4608.0,4608.0,2995.0
2019,3502408,3368.0,3368.0,3368.0,3368.0,3368.0
2021,3503208,233704.0,233704.0,232311.0,233704.0,233015.0
2021,3508702,12975.0,12975.0,12655.0,12975.0,12655.0
2021,3509403,23680.0,23680.0,23680.0,23680.0,23680.0
2021,3510302,17607.0,17607.0,17607.0,17607.0,14831.0
2020,3510906,1707.0,1707.0,1707.0,1707.0,1707.0
2021,3515400,12863.0,12863.0,12863.0,12863.0,12863.0
2021,3517703,20710.0,20710.0,20332.0,20710.0,20332.0
2020,3519709,27826.0,27826.0,27826.0,27826.0,16765.0
2020,3521705,11882.0,11882.0,11882.0,11882.0,11882.0
2019,3522158,1815.0,1815.0,1815.0,1815.0,1014.0
2020,3522604,69788.0,69788.0,69788.0,69788.0,69788.0
2021,3524808,46384.0,46384.0,46384.0,46384.0,46384.0
2020,3525607,3885.0,3885.0,3838.0,3885.0,3838.0
2020,3529906,10098.0,10098.0,10098.0,10098.0,10098.0
2020,3530003,2072.0,2072.0,1968.0,2072.0,1956.0
2020,3530102,26433.0,26433.0,26433.0,26433.0,25398.0
2020,3530508,63630.0,63630.0,63630.0,63630.0,63630.0
2020,3530904,2884.0,2884.0,2884.0,2884.0,2884.0
2020,3533304,3732.0,3732.0,3158.0,3732.0,3141.0
2021,3535705,5749.0,5749.0,5714.0,5749.0,5714.0
2021,3536570,1250.0,1250.0,1250.0,1250.0,1250.0
2019,3536570,1249.0,1249.0,1249.0,1249.0,1249.0
2021,3538303,2797.0,2797.0,2797.0,2797.0,2797.0
2020,3538600,27462.0,27462.0,19295.0,27462.0,14475.0
2019,3539707,2795.0,2795.0,2624.0,2795.0,2618.0
2020,3540101,2857.0,2857.0,2857.0,2857.0,2857.0
2020,3544301,10258.0,10258.0,10258.0,10258.0,10024.0
2019,3544905,10766.0,10766.0,10650.0,10766.0,10650.0
2020,3546009,13105.0,13105.0,9853.0,13105.0,8706.0
2020,3547809,721368.0,721368.0,721368.0,721368.0,706158.0
2019,3550308,12141888.0,12141888.0,12141888.0,12141888.0,11777631.0
2019,3550605,82548.0,82548.0,61658.0,82548.0,42019.0
2021,3550902,13919.0,13919.0,13628.0,13919.0,13628.0
2021,3552809,297528.0,297528.0,297528.0,297528.0,297528.0
2019,3553005,9928.0,9928.0,9928.0,9928.0,9928.0
2021,3553500,5523.0,5523.0,5511.0,5523.0,4966.0
2021,1700301,5656.0,5656.0,5656.0,5656.0,1677.0
2019,1702554,15210.0,15210.0,15210.0,15210.0,2325.0
2021,1710706,3268.0,3268.0,3268.0,3268.0,2140.0
2020,1716109,49620.0,49620.0,49620.0,49620.0,13174.0
2019,1302603,2171700.0,2171700.0,2128266.0,2171700.0,434340.0
2019,2907558,2504.0,2504.0,2504.0,2504.0,1871.0
2021,2907806,17910.0,17910.0,17891.0,17910.0,13710.0
2019,2912301,12277.0,12277.0,10967.0,12277.0,11767.0
2021,2913507,15318.0,15318.0,15315.0,15318.0,1908.0
2021,2914604,68274.0,68274.0,68184.0,68274.0,11132.0
2019,2919553,79912.0,79912.0,79415.0,79912.0,63893.0
2020,2919801,16430.0,16430.0,16430.0,16430.0,13965.0
2020,2927408,2885907.0,2885907.0,2852167.0,2885907.0,2541619.0
2021,2928406,16249.0,16249.0,16088.0,16249.0,3720.0
2020,2930774,21123.0,21123.0,21123.0,21123.0,20954.0
2021,2300606,5576.0,5576.0,4019.0,5576.0,604.0
2021,2303600,9797.0,9797.0,7679.0,9797.0,2372.0
2020,2307502,18366.0,18366.0,13389.0,18366.0,14000.0
2021,2312304,26875.0,26875.0,19784.0,26875.0,7731.0
2020,3200102,15531.0,15531.0,13317.0,15531.0,10108.0
2019,3202009,3742.0,3742.0,3088.0,3742.0,3000.0
2021,3203403,16343.0,16343.0,14985.0,16343.0,9781.0
2019,3203908,33563.0,33563.0,31983.0,33563.0,4815.0
2020,3204955,6197.0,6197.0,5864.0,6197.0,3961.0
2021,3205176,5128.0,5128.0,4527.0,5128.0,3385.0
2021,5213087,24307.0,24307.0,24307.0,24307.0,19977.0
2021,2100055,85558.0,85558.0,116658.0,85558.0,1581.0
2019,3153509,4299.0,4299.0,3909.0,4299.0,4299.0
2021,3105004,4982.0,4982.0,4374.0,4982.0,4982.0
2021,3105103,20371.0,20371.0,19872.0,20371.0,20369.0
2019,3109501,7766.0,7766.0,7766.0,7766.0,7540.0
2020,3112000,10411.0,10411.0,10411.0,10411.0,10409.0
2019,3112109,2094.0,2094.0,1760.0,2094.0,2094.0
2021,3112208,2070.0,2070.0,1985.0,2070.0,1900.0
2019,3112406,5778.0,5778.0,5366.0,5778.0,476.0
2019,3117504,12224.0,12224.0,10291.0,12224.0,8170.0
2020,3120839,4155.0,4155.0,767.0,4155.0,4155.0
2019,3120904,72748.0,72748.0,69010.0,72748.0,59203.0
2021,3121308,4305.0,4305.0,4083.0,4305.0,4305.0
2021,3123700,9125.0,9125.0,6709.0,9125.0,4800.0
2019,3123908,10610.0,10610.0,10528.0,10610.0,10201.0
2019,3124906,7921.0,7921.0,6676.0,7921.0,7921.0
2021,3130705,4593.0,4593.0,4460.0,4593.0,4530.0
2020,3131208,15630.0,15630.0,15630.0,15630.0,15317.0
2020,3131307,262638.0,262638.0,226551.0,262638.0,243780.0
2019,3134400,37146.0,37146.0,33051.0,37146.0,31420.0
2020,3134905,22001.0,22001.0,22001.0,22001.0,22001.0
2021,3135704,1981.0,1981.0,1866.0,1981.0,1632.0
2020,3137403,7343.0,7343.0,7339.0,7343.0,7308.0
2021,3138401,47098.0,47098.0,39418.0,47098.0,46954.0
2020,3142908,11685.0,11685.0,11685.0,11685.0,1071.0
2020,3143203,16639.0,16639.0,16356.0,16639.0,15826.0
2021,3144672,1108.0,1108.0,1006.0,1108.0,1108.0
2020,3151404,25220.0,25220.0,23326.0,25220.0,25220.0
2020,3152808,21045.0,21045.0,19044.0,21045.0,20924.0
2021,3153608,10504.0,10504.0,9271.0,10504.0,6064.0
2020,3154200,9280.0,9280.0,8490.0,9280.0,3656.0
2020,3154309,13063.0,13063.0,10368.0,13063.0,7887.0
2021,3155801,15212.0,15212.0,14253.0,15212.0,15171.0
2019,3156700,132905.0,132905.0,108126.0,132905.0,88934.0
2019,3162906,25075.0,25075.0,20717.0,25075.0,18016.0
2019,3165503,2249.0,2249.0,2213.0,2249.0,2249.0
2021,3167103,12945.0,12945.0,12381.0,12945.0,8540.0
2020,3169703,14408.0,14408.0,14408.0,14408.0,11892.0
2020,3170057,6676.0,6676.0,5673.0,6676.0,6676.0
2020,3170800,34806.0,34806.0,30960.0,34806.0,9274.0
2021,3172004,35854.0,35854.0,32716.0,35854.0,30289.0
2021,5005004,24636.0,24636.0,24390.0,24636.0,10572.0
2020,5107958,96195.0,96195.0,94411.0,96195.0,29526.0
2020,1507458,13122.0,13122.0,13122.0,13122.0,6755.0
2021,2510600,2134.0,2134.0,2134.0,2134.0,2129.0
2020,2517100,2082.0,2082.0,2082.0,2082.0,1954.0
2020,2600302,18741.0,18741.0,18741.0,18741.0,14740.0
2019,2609402,55587.0,55587.0,50589.0,55587.0,18452.0
2021,2610905,48809.0,48809.0,45660.0,48809.0,43876.0
2019,2616407,121094.0,121094.0,109706.0,121094.0,40834.0
2021,2204659,7924.0,7924.0,7660.0,7924.0,5860.0
2020,4102505,8650.0,8650.0,8650.0,8650.0,4679.0
2021,4102901,10230.0,10230.0,10230.0,10230.0,3372.0
2019,4106308,14626.0,14626.0,14626.0,14626.0,10747.0
2021,4106605,18139.0,18139.0,18139.0,18139.0,17086.0
2021,4128633,896.0,896.0,896.0,896.0,880.0
2020,4107751,6581.0,6581.0,6581.0,6581.0,974.0
2021,4111100,5798.0,5798.0,5798.0,5798.0,5356.0
2021,4114104,20778.0,20778.0,20778.0,20778.0,11502.0
2020,4119152,133490.0,133490.0,133490.0,133490.0,128638.0
2021,4121604,3465.0,3465.0,3465.0,3465.0,3465.0
2020,3300456,513118.0,513118.0,513118.0,513118.0,221841.0
2021,3301702,926286.0,926286.0,824607.0,926286.0,348459.0
2020,3301702,921477.0,921477.0,820329.0,921477.0,346493.0
2020,3304904,1090941.0,1090941.0,983846.0,1090941.0,365636.0
2021,3305752,31146.0,31146.0,7014.0,31146.0,17066.0
2019,3306008,79409.0,79409.0,77075.0,79409.0,75651.0
2021,2406908,2544.0,2544.0,2544.0,2544.0,2544.0
2021,2408300,25798.0,25798.0,25798.0,25798.0,12812.0
2021,2411700,2191.0,2191.0,2191.0,2191.0,2191.0
2021,1100205,500537.0,500537.0,142986.0,500537.0,31818.0
2021,4302303,8407.0,8407.0,8407.0,8407.0,5044.0
2020,4304606,348208.0,348208.0,348208.0,348208.0,162490.0
2020,4304630,53726.0,53726.0,53726.0,53726.0,31292.0
2020,4309407,23698.0,23698.0,23698.0,23698.0,23200.0
2020,4317400,44998.0,44998.0,44998.0,44998.0,44998.0
2020,4320909,21784.0,21784.0,21784.0,21784.0,21784.0
2020,4321501,37581.0,37581.0,37581.0,37581.0,25158.0
2019,4322707,14920.0,14920.0,14920.0,14920.0,13938.0
2021,4204608,216338.0,216338.0,216338.0,216338.0,75132.0
2020,4215000,38764.0,38764.0,38704.0,38764.0,33656.0
2021,2806909,2690.0,2690.0,2684.0,2690.0,2524.0
2021,3501806,5029.0,5029.0,5025.0,5029.0,5025.0
2020,3505203,33737.0,33737.0,33737.0,33737.0,33737.0
2020,3509205,76365.0,76365.0,76365.0,76365.0,73694.0
2020,3511300,7394.0,7394.0,7394.0,7394.0,7394.0
2020,3512209,26715.0,26715.0,26710.0,26715.0,26590.0
2020,3512803,68237.0,68237.0,67000.0,68237.0,67000.0
2021,3513504,132521.0,132521.0,111912.0,132521.0,71741.0
2021,3515129,2677.0,2677.0,2677.0,2677.0,2677.0
2020,3515194,4172.0,4172.0,4172.0,4172.0,4172.0
2019,3515806,1185.0,1185.0,1185.0,1185.0,1185.0
2019,3515905,2369.0,2369.0,2369.0,2369.0,2369.0
2019,3516309,175487.0,175487.0,170429.0,175487.0,82687.0
2020,3521408,24106.0,24106.0,24000.0,24106.0,24000.0
2019,3523404,102033.0,102033.0,102033.0,102033.0,100816.0
2019,3523909,162793.0,162793.0,162793.0,162793.0,161763.0
2019,3525607,3861.0,3861.0,3838.0,3861.0,3838.0
2019,3527009,7980.0,7980.0,7878.0,7980.0,5349.0
2019,3530508,63543.0,63543.0,63543.0,63543.0,63543.0
2020,3531209,4640.0,4640.0,4640.0,4640.0,3868.0
2019,3536307,11848.0,11848.0,11848.0,11848.0,11848.0
2020,3536901,1543.0,1543.0,1543.0,1543.0,1543.0
2021,3539004,10336.0,10336.0,10289.0,10336.0,10289.0
2019,3541307,41234.0,41234.0,41234.0,41234.0,37408.0
2021,3541703,13428.0,13428.0,13428.0,13428.0,13428.0
2019,3544202,9903.0,9903.0,9224.0,9903.0,9150.0
2021,3545308,36287.0,36287.0,36287.0,36287.0,36287.0
2019,3546009,13044.0,13044.0,9530.0,13044.0,8431.0
2020,3546900,8324.0,8324.0,8202.0,8324.0,8202.0
2021,3547700,19434.0,19434.0,19434.0,19434.0,19434.0
2021,3548708,835657.0,835657.0,835657.0,835657.0,835657.0
2019,3549508,7950.0,7950.0,7950.0,7950.0,7950.0
2021,3550209,22610.0,22610.0,22610.0,22610.0,19889.0
2021,3551207,2958.0,2958.0,2958.0,2958.0,2958.0
2020,3554805,43001.0,43001.0,43001.0,43001.0,43001.0
2020,3554904,4941.0,4941.0,4941.0,4941.0,4941.0
2020,3555406,89617.0,89617.0,70736.0,89617.0,31701.0
2021,2702405,38046.0,38046.0,38045.0,38046.0,4410.0
2020,2702801,8331.0,8331.0,6405.0,8331.0,8331.0
2020,2704906,1567.0,1567.0,1566.0,1567.0,1400.0
2020,2705804,4478.0,4478.0,4275.0,4478.0,4478.0
2019,1600600,118786.0,118786.0,52355.0,118786.0,1433.0
2021,2905107,3142.0,3142.0,3142.0,3142.0,0.0
2020,2905404,9765.0,9765.0,9682.0,9765.0,2274.0
2020,2908408,39186.0,39186.0,39152.0,39186.0,825.0
2019,2909802,53829.0,53829.0,51584.0,53829.0,21729.0
2021,2909901,14955.0,14955.0,14952.0,14955.0,10050.0
2020,2910503,25053.0,25053.0,25022.0,25053.0,0.0
2021,2910859,8792.0,8792.0,8765.0,8792.0,7518.0
2021,2914000,28979.0,28979.0,28925.0,28979.0,12452.0
2019,2916104,22228.0,22228.0,22228.0,22228.0,11894.0
2019,2916401,73920.0,73920.0,73920.0,73920.0,67281.0
2020,2916807,16378.0,16378.0,16359.0,16378.0,16278.0
2021,2922755,2752.0,2752.0,2749.0,2752.0,2752.0
2019,2924009,101492.0,101492.0,100191.0,101492.0,38889.0
2021,2926657,2645.0,2645.0,0.0,2645.0,2627.0
2019,2929008,9687.0,9687.0,9057.0,9687.0,8174.0
2021,2931004,8443.0,8443.0,8432.0,8443.0,4000.0
2019,2302107,26218.0,26218.0,20702.0,26218.0,577.0
2019,2306405,74572.0,74572.0,53288.0,74572.0,25282.0
2020,2307700,99066.0,99066.0,69646.0,99066.0,11699.0
2021,2308401,16000.0,16000.0,10122.0,16000.0,370.0
2021,2308708,35130.0,35130.0,35100.0,35130.0,1400.0
2020,2311009,8023.0,8023.0,4724.0,8023.0,1646.0
2019,3200102,15597.0,15597.0,13351.0,15597.0,9765.0
2020,3200169,6208.0,6208.0,4842.0,6208.0,5149.0
2020,3203353,6592.0,6592.0,6550.0,6592.0,6550.0
2019,3204054,24268.0,24268.0,18699.0,24268.0,12116.0
2019,5200258,212120.0,212120.0,206316.0,212120.0,83262.0
2019,5209200,11522.0,11522.0,11522.0,11522.0,9756.0
2020,2102358,4338.0,4338.0,3900.0,4338.0,0.0
2020,2103000,126478.0,126478.0,120400.0,126478.0,9100.0
2020,2103604,45721.0,45721.0,45395.0,45721.0,3778.0
2020,2107506,92775.0,92775.0,87134.0,92775.0,36312.0
2019,3101904,16097.0,16097.0,14915.0,16097.0,14403.0
2019,3106606,2795.0,2795.0,2066.0,2795.0,0.0
2019,3111903,4078.0,4078.0,3745.0,4078.0,4000.0
2021,3113008,7683.0,7683.0,6716.0,7683.0,1181.0
2020,3116704,5551.0,5551.0,5000.0,5551.0,5156.0
