ano,id_municipio,extensao_rede_agua,extensao_rede_esgoto,quantidade_sede_municipal_agua,quantidade_sede_municipal_esgoto,quantidade_localidade_agua,quantidade_localidade_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,volume_agua_produzido,volume_esgoto_tratado
2021,3201209,682.09,558.59,1.0,1.0,11.0,10.0,63638.0,58864.0,12908.68,7627.37
2019,3203403,71.0,48.23,1.0,1.0,9.0,6.0,6152.0,3283.0,2114.0,0.0
2019,3205150,28.25,4.53,1.0,1.0,0.0,0.0,1238.0,592.0,207.91,0.0
2021,3104700,28.03,19.84,1.0,1.0,2.0,0.0,2890.0,1777.0,378.73,131.13
2021,3106200,6984.29,4501.71,1.0,1.0,2.0,,609437.0,624274.0,242405.8,106982.96
2019,3106903,58.98,97.0,1.0,1.0,0.0,1.0,5460.0,9700.0,1065.55,0.0
2020,3108305,54.02,46.42,1.0,1.0,0.0,0.0,5504.0,5492.0,798.85,434.21
2021,3109600,30.0,31.0,1.0,1.0,2.0,0.0,1697.0,1678.0,226.15,56.08
2020,3110509,110.18,54.87,1.0,1.0,2.0,1.0,8296.0,6310.0,1677.0,553.24
2021,3113206,121.14,81.0,1.0,1.0,4.0,2.0,8383.0,7170.0,1442.06,0.0
2019,3115102,82.38,164.0,1.0,1.0,0.0,0.0,6617.0,7593.0,1280.16,0.0
2020,3119708,11.96,10.8,1.0,1.0,0.0,0.0,878.0,920.0,145.34,0.0
2021,3120805,72.5,69.08,1.0,1.0,0.0,0.0,6532.0,6277.0,753.48,0.0
2020,3122306,1177.36,824.06,1.0,1.0,1.0,1.0,80031.0,69940.0,20664.71,376.62
2021,3123304,11.54,16.0,1.0,1.0,0.0,3.0,1003.0,635.0,132.36,0.0
2020,3123700,35.52,26.0,1.0,1.0,1.0,1.0,2706.0,3100.0,357.5,0.0
2020,3127370,16.0,11.3,1.0,1.0,0.0,0.0,1281.0,1059.0,140.0,95.76
2019,3127404,33.63,5.8,1.0,1.0,0.0,0.0,1141.0,604.0,124.23,39.84
2021,3130309,80.5,60.7,1.0,1.0,5.0,2.0,3034.0,2608.0,1058.5,0.0
2019,3132909,56.18,60.67,1.0,1.0,0.0,0.0,3917.0,102.0,551.73,0.0
2020,3133204,26.48,55.54,1.0,1.0,2.0,3.0,4096.0,5310.0,717.52,50.0
2020,3134608,65.73,46.11,1.0,1.0,0.0,0.0,3933.0,2827.0,569.55,223.53
2021,3135456,46.46,24.39,1.0,1.0,1.0,0.0,1890.0,1118.0,272.17,102.01
2020,3137106,29.68,38.0,1.0,1.0,0.0,1.0,2241.0,2360.0,285.7,640.0
2019,3138807,79.32,120.0,1.0,1.0,0.0,3.0,6913.0,7513.0,1285.33,1500.0
2021,3140605,14.02,20.0,1.0,1.0,0.0,0.0,981.0,875.0,110.4,0.0
2019,3143500,49.52,42.61,1.0,1.0,0.0,0.0,3275.0,2013.0,505.41,148.99
2020,3143807,14.03,5.0,1.0,1.0,0.0,1.0,1710.0,250.0,267.44,0.0
2021,3145901,229.8,159.73,1.0,1.0,0.0,0.0,14781.0,14319.0,2894.18,1361.55
2020,3150000,8.29,6.0,1.0,1.0,0.0,0.0,1283.0,681.0,221.74,0.0
2020,3152204,355.92,79.05,1.0,1.0,14.0,0.0,13624.0,4265.0,1832.12,330.97
2020,3154002,93.38,54.34,1.0,1.0,6.0,6.0,7313.0,5839.0,1265.33,0.0
2020,3154101,41.0,34.15,1.0,1.0,3.0,3.0,3131.0,2766.0,668.0,45.0
2020,3155702,81.59,72.0,1.0,1.0,2.0,2.0,5223.0,4191.0,1085.44,0.0
2019,3162609,30.07,40.0,1.0,1.0,0.0,1.0,2989.0,1900.0,447.86,0.0
2021,3164605,65.36,25.1,1.0,1.0,0.0,0.0,2504.0,2772.0,394.32,0.0
2020,3170578,26.37,20.0,1.0,1.0,0.0,0.0,2334.0,1432.0,346.2,0.0
2020,3171907,17.11,20.4,1.0,1.0,1.0,3.0,1568.0,1590.0,183.21,187.0
2019,5001102,269.5,44.66,1.0,1.0,4.0,0.0,13990.0,2109.0,3012.06,250.4
2021,5001243,40.88,6.31,1.0,1.0,2.0,0.0,2229.0,351.0,563.21,21.39
2020,5002407,149.44,27.47,1.0,1.0,2.0,0.0,7963.0,1859.0,1988.82,397.24
2020,5003157,56.59,23.87,1.0,1.0,0.0,0.0,2588.0,1765.0,386.62,92.44
2020,5004403,39.2,6.42,1.0,1.0,0.0,0.0,2349.0,271.0,556.67,28.22
2019,5006408,46.37,5.61,1.0,1.0,0.0,0.0,2591.0,286.0,509.56,30.37
2019,5101407,84.85,5.4,1.0,1.0,3.0,0.0,4182.0,107.0,1463.66,25.94
2020,5103601,65.0,1.0,1.0,1.0,3.0,0.0,3145.0,63.0,1196.0,8.0
2020,5105622,92.0,35.5,1.0,1.0,1.0,1.0,8916.0,2350.0,8354.0,280.0
2021,2500106,5.85,19.4,1.0,1.0,0.0,0.0,707.0,109.0,218.69,0.0
2019,2501807,105.86,19.8,1.0,1.0,0.0,0.0,20915.0,2697.0,5681.51,362.66
2020,2507507,1034.51,657.84,1.0,1.0,0.0,0.0,217161.0,134736.0,68804.55,31020.01
2020,2508901,56.87,16.51,1.0,1.0,0.0,0.0,5672.0,2072.0,1561.49,258.42
2020,2512002,16.18,45.0,1.0,1.0,0.0,0.0,4091.0,3863.0,463.32,0.0
2019,2515609,4.74,20.0,1.0,1.0,0.0,0.0,686.0,2000.0,99.93,0.0
2021,2605004,87.8,56.66,1.0,1.0,0.0,2.0,9500.0,5712.0,1307.62,0.0
2019,2606309,44.92,12.39,1.0,1.0,1.0,0.0,1167.0,905.0,174.13,565.0
2019,2609600,840.58,470.64,1.0,1.0,1.0,1.0,93870.0,35776.0,28213.72,6437.59
2021,2616100,26.94,10.42,1.0,1.0,3.0,3.0,2776.0,3076.0,532.66,0.0
2020,2200806,21.9,25.0,1.0,1.0,0.0,0.0,1038.0,850.0,233.82,0.0
2021,2207801,33.11,0.87,1.0,1.0,0.0,0.0,5055.0,77.0,755.84,11.0
2021,4101002,181.96,132.19,1.0,1.0,0.0,0.0,6273.0,4709.0,947.61,568.04
2021,4103107,84.23,28.12,1.0,1.0,0.0,0.0,3587.0,1708.0,572.93,187.26
2020,4104808,1675.93,1480.98,1.0,1.0,3.0,0.0,103667.0,96783.0,25542.23,16523.68
2020,4108106,30.12,11.27,1.0,1.0,0.0,0.0,1080.0,1005.0,488.16,158.45
2021,4110607,125.48,52.31,1.0,1.0,2.0,0.0,5659.0,2431.0,914.23,363.67
2021,4114302,118.75,8.8,1.0,1.0,2.0,0.0,5508.0,1619.0,804.36,193.67
2021,4117701,203.67,115.63,1.0,1.0,4.0,0.0,9061.0,7814.0,1496.26,825.05
2021,4118204,701.8,651.0,1.0,1.0,1.0,0.0,39038.0,28456.0,9180.0,5481.0
2019,4120358,45.61,29.71,1.0,1.0,0.0,0.0,1622.0,959.0,370.51,123.44
2020,4123501,119.94,89.72,1.0,1.0,1.0,0.0,4849.0,3878.0,1196.17,587.73
2020,4124004,21.89,16.05,1.0,1.0,0.0,0.0,1667.0,746.0,224.05,75.67
2019,4126504,185.0,161.0,1.0,1.0,4.0,0.0,6860.0,5575.0,961.05,753.0
2020,4126801,110.0,98.5,1.0,1.0,0.0,0.0,5876.0,5380.0,912.5,730.0
2019,4128534,47.93,20.46,1.0,1.0,1.0,0.0,2863.0,921.0,386.4,99.97
2019,3300233,313.0,55.0,1.0,1.0,0.0,0.0,15170.0,15170.0,5825.0,3152.0
2019,3302452,31.0,7.0,1.0,1.0,0.0,0.0,2320.0,700.0,787.0,184.0
2019,3305554,301.11,53.0,1.0,1.0,0.0,0.0,12801.0,5300.0,0.0,168.0
2020,2405009,6.26,13.0,1.0,1.0,0.0,200.0,1954.0,1500.0,197.81,45.0
2019,2408102,1674.7,1056.04,1.0,1.0,0.0,0.0,212709.0,84457.0,83939.31,20170.12
2020,2408805,16.74,7.0,1.0,1.0,0.0,0.0,1119.0,737.0,298.4,0.0
2021,2408904,111.03,64.66,1.0,1.0,0.0,0.0,6589.0,6063.0,1055.64,585.04
2019,2411429,22.18,19.0,1.0,1.0,0.0,0.0,556.0,704.0,95.31,72.58
2019,2412609,68.93,9.87,1.0,1.0,0.0,0.0,4988.0,796.0,706.47,80.32
2020,2414308,24.59,4.0,1.0,1.0,0.0,0.0,796.0,400.0,118.29,30.0
2020,1100106,134.4,13.4,1.0,1.0,2.0,0.0,5459.0,952.0,2036.62,157.0
2020,4301305,71.86,2.5,1.0,1.0,0.0,0.0,6886.0,273.0,913.31,0.0
2019,4301305,71.86,4.73,1.0,1.0,0.0,0.0,6818.0,274.0,895.17,0.0
2019,4303905,344.52,6.0,1.0,1.0,0.0,0.0,13454.0,31.0,13048.68,0.0
2020,4306106,224.31,59.43,1.0,1.0,0.0,0.0,20886.0,2982.0,6041.13,433.14
2021,4306759,2.5,4.0,1.0,1.0,12.0,0.0,382.0,50.0,70.0,2.8
2021,4306908,93.67,2.64,1.0,1.0,0.0,0.0,7120.0,187.0,1023.94,0.0
2020,4309605,62.5,4.1,1.0,1.0,0.0,0.0,6057.0,550.0,1380.32,412.0
2019,4316808,598.01,161.72,1.0,1.0,0.0,0.0,37457.0,5731.0,16651.9,446.9
2019,4318002,197.93,49.64,1.0,1.0,0.0,0.0,16474.0,2639.0,3897.17,958.41
2019,4318622,11.94,5.0,1.0,1.0,0.0,0.0,770.0,600.0,111.8,70.0
2019,4204350,45.0,2.0,1.0,1.0,8.0,2.0,1237.0,277.0,320.0,29.0
2021,4204806,197.28,38.41,1.0,1.0,0.0,0.0,11774.0,2201.0,2599.47,0.0
2019,4209003,245.78,83.35,1.0,1.0,6.0,0.0,8114.0,4115.0,2718.91,1102.15
2021,4209409,176.38,101.78,1.0,1.0,6.0,0.0,15172.0,5784.0,4116.52,1415.33
2020,4216909,140.42,2.1,1.0,1.0,0.0,0.0,6104.0,76.0,1334.62,26.95
2021,4217006,79.01,62.11,1.0,1.0,0.0,12.0,3326.0,3326.0,976.0,617.0
2020,4219309,283.16,1.43,1.0,1.0,1.0,0.0,15190.0,78.0,5129.26,10.1
2020,2804805,421.1,173.34,1.0,1.0,5.0,1.0,47298.0,16868.0,13329.35,1768.7
2019,2807105,112.45,10.71,1.0,1.0,10.0,0.0,9711.0,909.0,2587.75,117.36
2021,2807501,32.38,1.1,1.0,1.0,0.0,0.0,2620.0,15.0,302.4,0.0
2020,3501400,14.9,17.51,1.0,1.0,0.0,0.0,1231.0,1195.0,193.52,166.59
2021,3501509,19.03,16.46,1.0,1.0,0.0,0.0,1151.0,1120.0,191.6,141.84
2021,3504008,494.15,415.2,1.0,1.0,0.0,0.0,41769.0,41635.0,8218.9,6471.26
2019,3504909,42.26,18.55,1.0,1.0,1.0,1.0,3524.0,3333.0,515.27,397.94
2019,3509304,38.0,38.0,1.0,1.0,1.0,1.0,3953.0,4238.0,795.96,0.0
2021,3509502,4771.75,4428.59,1.0,1.0,0.0,0.0,374749.0,347612.0,102307.65,58459.59
2021,3510500,644.26,515.79,1.0,1.0,5.0,5.0,61142.0,50615.0,14164.7,7516.19
2019,3510807,167.3,164.4,1.0,1.0,2.0,2.0,10072.0,9959.0,1702.12,1283.0
2019,3513801,824.67,495.07,1.0,1.0,0.0,0.0,112643.0,106053.0,0.0,8328.54
2021,3514106,145.92,143.88,1.0,1.0,1.0,1.0,10252.0,9838.0,3195.0,1493.0
2021,3514205,15.17,14.88,1.0,1.0,0.0,0.0,1069.0,1051.0,172.3,136.04
2020,3515103,262.66,132.98,1.0,1.0,1.0,1.0,18281.0,8494.0,3327.93,960.8
2021,3557303,51.0,43.75,1.0,1.0,0.0,0.0,3856.0,3312.0,998.63,0.0
2020,3515707,324.74,264.47,1.0,1.0,2.0,2.0,50606.0,41864.0,0.0,3158.26
2021,3518107,9.0,10.0,1.0,1.0,0.0,0.0,2372.0,2372.0,1033.74,1031.17
2021,3519303,203.0,179.0,1.0,1.0,0.0,0.0,11950.0,11400.0,4390.0,1495.0
2021,3519600,411.8,205.76,1.0,1.0,1.0,1.0,28220.0,25922.0,5462.0,3760.0
2019,3520202,65.1,16.32,1.0,1.0,0.0,0.0,3139.0,1475.0,558.57,195.59
2020,3521200,16.65,16.1,1.0,1.0,1.0,1.0,1033.0,959.0,155.76,119.82
2019,3523206,212.36,140.58,1.0,1.0,3.0,3.0,16999.0,15516.0,3111.27,2013.83
2020,3525409,19.06,17.44,1.0,1.0,0.0,0.0,1367.0,1357.0,272.48,211.72
2021,3525508,86.85,41.03,1.0,1.0,0.0,0.0,4500.0,4112.0,828.5,446.7
2021,3525904,1974.76,1041.18,1.0,1.0,0.0,0.0,109705.0,106130.0,49301.12,32628.6
2021,3528601,66.6,65.3,1.0,1.0,1.0,1.0,4312.0,4312.0,1878.0,1068.0
2021,3530201,40.78,56.52,1.0,1.0,2.0,2.0,4568.0,3833.0,802.4,575.18
2021,3530607,1196.5,839.9,1.0,1.0,8.0,4.0,142919.0,128308.0,26652.55,5717.79
2020,3535705,25.0,25.0,1.0,1.0,0.0,0.0,2242.0,2185.0,714.55,0.0
2021,3536307,70.0,70.0,1.0,1.0,2.0,1.0,5310.0,4881.0,1725.87,630.0
2021,3536802,20.14,8.83,1.0,1.0,1.0,0.0,802.0,642.0,141.6,0.0
2019,3537701,28.55,22.62,1.0,1.0,0.0,0.0,2198.0,2158.0,400.16,308.41
2020,3542701,30.36,24.02,1.0,1.0,0.0,0.0,2235.0,2157.0,433.1,313.44
2020,3546405,208.14,141.4,1.0,1.0,2.0,2.0,18937.0,18345.0,4833.17,2839.36
2021,3551009,897.72,394.21,1.0,1.0,1.0,1.0,86197.0,69792.0,50173.3,13629.12
2019,3551405,39.72,23.11,1.0,1.0,0.0,0.0,3232.0,3153.0,636.88,461.79
2019,3552908,28.58,28.07,1.0,1.0,1.0,1.0,2274.0,2262.0,425.36,319.1
2021,3554755,13.0,12.0,1.0,1.0,1.0,1.0,755.0,730.0,189.5,124.0
2019,3554904,56.98,43.01,1.0,1.0,0.0,0.0,2781.0,2549.0,481.02,417.67
2019,3556107,77.22,55.84,1.0,1.0,0.0,0.0,5348.0,5342.0,928.13,788.84
2020,3556800,90.0,90.0,1.0,1.0,0.0,0.0,7300.0,7300.0,2048.0,1236.0
2021,3557006,567.75,428.01,1.0,1.0,0.0,0.0,38267.0,38254.0,9964.05,5558.46
2020,3557006,565.47,427.49,1.0,1.0,0.0,0.0,36980.0,36871.0,10122.02,5665.08
2021,3557105,543.57,522.17,1.0,1.0,2.0,1.0,42621.0,42138.0,10209.51,5674.7
2019,1301001,46.01,20.0,1.0,1.0,0.0,0.0,5082.0,2470.0,2737.2,0.0
2019,2908507,63.54,2.84,1.0,1.0,0.0,0.0,5574.0,470.0,1294.15,39.13
2020,2909802,425.24,152.4,1.0,1.0,3.0,1.0,20152.0,9683.0,1696.4,1007.92
2020,2913705,203.72,49.0,1.0,1.0,8.0,0.0,8177.0,6750.0,995.02,0.0
2019,2924108,21.61,2.0,1.0,1.0,1.0,0.0,914.0,140.0,155.86,0.0
2021,2926806,45.58,20.6,1.0,1.0,2.0,0.0,3830.0,567.0,476.86,9.13
2019,2928604,122.89,71.91,1.0,1.0,6.0,0.0,17241.0,8270.0,3985.07,804.38
2019,2931509,100.53,26.0,1.0,1.0,9.0,0.0,5995.0,2690.0,1317.54,0.0
2020,2300606,34.53,6.27,1.0,1.0,0.0,0.0,2313.0,333.0,280.62,21.04
2020,2301703,46.98,10.78,1.0,1.0,1.0,0.0,5021.0,929.0,849.34,74.04
2021,2302008,59.18,8.31,1.0,1.0,1.0,0.0,4744.0,559.0,762.6,34.58
2021,2304954,48.55,10.9,1.0,1.0,1.0,0.0,4940.0,871.0,956.25,64.67
2021,2306306,102.0,100.0,1.0,1.0,2.0,2.0,12041.0,12041.0,2621.07,0.0
2019,3202207,151.27,34.63,1.0,0.0,1.0,1.0,6359.0,1496.0,1934.75,211.04
2021,3203700,30.86,15.32,1.0,1.0,1.0,1.0,2834.0,711.0,480.21,94.92
2021,5204300,62.57,62.63,1.0,1.0,0.0,0.0,5101.0,4966.0,850.37,596.01
2020,5210000,270.51,105.86,1.0,1.0,0.0,0.0,20190.0,14158.0,2993.52,1904.43
2019,5210802,26.74,50.0,1.0,1.0,0.0,0.0,1764.0,1823.0,357.74,0.0
2020,5211404,41.2,32.28,1.0,1.0,2.0,0.0,3199.0,2647.0,483.06,318.7
2020,5211800,228.08,62.32,1.0,1.0,6.0,0.0,16383.0,4465.0,2679.32,508.72
2021,5215702,222.64,144.66,1.0,1.0,0.0,0.0,11524.0,11372.0,1596.59,1303.79
2021,5216403,85.1,58.18,1.0,1.0,0.0,0.0,4473.0,4211.0,604.14,572.88
2021,5220603,94.37,46.15,1.0,1.0,0.0,0.0,6967.0,5763.0,1156.25,653.56
2019,3100203,90.03,80.03,1.0,1.0,0.0,0.0,8945.0,350.0,1486.37,0.0
2021,3101706,184.7,123.66,1.0,1.0,2.0,0.0,14807.0,13414.0,1881.08,1169.82
2019,3103504,505.0,490.55,1.0,1.0,5.0,2.0,46165.0,45190.0,22864.0,5801.33
2019,3103702,21.31,10.0,1.0,1.0,1.0,0.0,1470.0,715.0,177.6,100.0
2020,3106002,41.47,29.0,1.0,1.0,0.0,0.0,3396.0,2817.0,556.52,0.0
2021,3109501,40.76,35.36,1.0,1.0,2.0,,3356.0,3178.0,533.1,0.0
2020,3110004,2981.0,291.79,1.0,1.0,5.0,5.0,12442.0,9320.0,3514.44,372.09
2020,3110103,7.58,24.0,1.0,1.0,0.0,2.0,1187.0,1790.0,148.88,0.0
2019,3111705,6.2,5.5,1.0,1.0,0.0,0.0,880.0,25.0,110.52,0.0
2021,3112802,94.56,51.7,1.0,1.0,0.0,2.0,4412.0,4377.0,1133.83,0.0
2020,3118007,340.78,141.94,1.0,1.0,0.0,0.0,20257.0,16441.0,3572.74,0.0
2021,3119005,16.0,20.0,1.0,1.0,0.0,0.0,1276.0,1521.0,151.27,0.0
2021,3122454,34.86,20.09,1.0,1.0,0.0,0.0,3158.0,1295.0,290.37,79.19
2019,3126752,6.76,24.0,1.0,1.0,0.0,2.0,839.0,1154.0,97.54,0.0
2020,3127107,195.39,171.54,1.0,1.0,0.0,0.0,23707.0,24148.0,3620.67,2203.15
2019,3128006,110.71,110.58,1.0,1.0,6.0,6.0,10430.0,8463.0,2122.69,56.94
2021,3129608,30.0,33.92,1.0,1.0,0.0,0.0,2189.0,852.0,427.71,65.94
2019,3129707,27.99,25.18,1.0,1.0,0.0,0.0,3436.0,3039.0,645.28,0.0
2020,3135456,369.28,30.95,1.0,1.0,2.0,0.0,2095.0,1156.0,365.32,82.47
2021,3136520,10.81,5.9,1.0,1.0,0.0,0.0,606.0,482.0,86.4,39.14
2019,3136652,296.0,63.84,1.0,1.0,2.0,0.0,13042.0,5120.0,3614.54,274.23
2020,3137007,45.42,18.2,1.0,1.0,9.0,1.0,2624.0,1822.0,401.97,130.97
2020,3138203,482.67,390.99,1.0,1.0,0.0,0.0,39119.0,38197.0,7296.93,3781.13
2020,3138609,115.0,83.0,1.0,1.0,9.0,6.0,7090.0,6102.0,1565.0,0.0
2019,3138609,100.0,80.0,1.0,1.0,14.0,6.0,6452.0,6061.0,1457.0,0.0
2020,3138658,28.21,31.64,1.0,1.0,0.0,0.0,2391.0,962.0,242.26,62.16
2020,3139508,130.0,102.0,1.0,1.0,17.0,17.0,7167.0,6223.0,1734.48,0.0
2021,3143609,17.14,10.0,1.0,1.0,0.0,0.0,892.0,413.0,146.03,100.0
2019,3143906,476.73,477.65,1.0,1.0,11.0,11.0,35751.0,35660.0,8909.6,1668.3
2020,3144300,149.02,133.86,1.0,1.0,2.0,0.0,14685.0,11089.0,2428.0,265.86
2019,3145604,185.69,153.73,1.0,1.0,6.0,4.0,14125.0,13677.0,2886.0,158.0
2021,3146503,64.15,37.92,1.0,1.0,14.0,4.0,3644.0,2781.0,966.0,0.0
2020,3150802,19.47,38.0,1.0,1.0,0.0,4.0,2490.0,390.0,406.28,103.7
2019,3152131,19.07,7.0,1.0,1.0,0.0,0.0,1124.0,760.0,125.27,0.0
2021,3154309,82.87,44.69,1.0,1.0,4.0,0.0,6119.0,4706.0,851.8,423.38
2020,3154507,25.82,18.5,1.0,1.0,0.0,0.0,1759.0,1201.0,181.58,87.89
2020,3158300,24.63,15.5,1.0,1.0,0.0,0.0,2169.0,2209.0,306.62,172.96
2019,3158409,16.15,32.4,1.0,1.0,0.0,0.0,1330.0,1150.0,200.27,0.0
2021,3163201,40.01,21.8,1.0,1.0,0.0,0.0,1641.0,1364.0,230.75,0.0
2021,3164506,16.13,13.23,1.0,1.0,0.0,0.0,1434.0,1018.0,146.02,0.0
2021,3165552,12.74,5.06,1.0,1.0,2.0,1.0,1598.0,907.0,184.64,0.0
2020,3168804,37.05,26.61,1.0,1.0,2.0,0.0,3486.0,2759.0,663.59,0.0
2021,3169208,25.0,28.0,1.0,1.0,2.0,2.0,2887.0,2435.0,450.0,0.0
2020,3169307,360.88,293.52,1.0,1.0,0.0,0.0,26924.0,26436.0,5850.66,732.86
2021,3170800,162.72,128.68,1.0,1.0,2.0,0.0,13795.0,4317.0,1986.42,345.38
2021,3171105,18.13,16.0,1.0,1.0,0.0,0.0,1173.0,670.0,220.45,79.05
2021,5001003,158.11,37.95,1.0,1.0,0.0,0.0,8336.0,2618.0,1935.48,304.92
2019,5003256,171.5,51.66,1.0,1.0,1.0,0.0,9506.0,3957.0,1118.53,814.03
2019,5003306,248.36,19.59,1.0,1.0,4.0,0.0,12450.0,1372.0,2519.52,164.73
2020,5004304,73.72,23.64,1.0,1.0,0.0,0.0,4218.0,780.0,794.27,42.93
2021,5100250,229.0,123.0,1.0,1.0,0.0,0.0,16370.0,7248.0,3121.0,1145.0
2021,5103205,108.1,56.0,1.0,1.0,0.0,0.0,9110.0,3695.0,1798.7,560.0
2019,5103403,2623.0,1100.0,1.0,1.0,0.0,0.0,164109.0,86396.0,91216.68,18779.99
2020,5106752,176.49,115.76,1.0,1.0,0.0,0.0,14511.0,9261.0,3382.0,1451.0
2020,5107263,17.5,2.5,1.0,1.0,0.0,0.0,649.0,55.0,328.0,3.0
2019,5107958,355.15,138.34,1.0,1.0,5.0,0.0,30953.0,7248.0,10500.0,3974.0
2019,2502508,26.37,30.0,1.0,1.0,0.0,0.0,3440.0,3450.0,920.41,0.0
2019,2504306,43.76,19.83,1.0,1.0,0.0,0.0,6782.0,1813.0,2119.45,233.14
2020,2507002,21.21,13.63,1.0,1.0,0.0,0.0,5689.0,1318.0,2051.53,141.26
2019,2509008,10.72,2.67,1.0,1.0,0.0,0.0,2431.0,826.0,465.62,55.13
2019,2510600,7.04,4.9,1.0,1.0,0.0,0.0,664.0,760.0,128.88,0.0
2021,2513307,13.59,230.0,1.0,1.0,0.0,1.0,1234.0,2946.0,176.94,150.0
2020,2514503,18.5,54.0,1.0,1.0,0.0,0.0,5004.0,4140.0,822.8,0.0
2020,2602001,48.99,85.0,1.0,1.0,2.0,4.0,5301.0,4498.0,969.11,245.0
2020,2602803,57.29,29.95,1.0,1.0,0.0,3.0,5567.0,9908.0,882.84,0.0
2019,2205508,87.81,4.68,1.0,1.0,0.0,0.0,7157.0,430.0,1927.21,42.63
2019,2211001,2897.49,527.0,1.0,1.0,1.0,0.0,311256.0,61473.0,106528.56,10733.89
2019,4102109,206.36,157.36,1.0,1.0,3.0,0.0,10011.0,7280.0,1784.72,1013.05
2020,4105607,113.01,75.94,1.0,1.0,0.0,0.0,4251.0,4025.0,691.74,523.49
2021,4107306,71.9,35.91,1.0,1.0,0.0,0.0,2768.0,1154.0,464.32,148.16
2021,4108007,87.89,56.0,1.0,1.0,0.0,0.0,4819.0,2759.0,844.68,320.34
2019,4114005,90.05,79.68,1.0,1.0,1.0,0.0,4636.0,3345.0,718.3,405.53
2019,4114807,210.0,210.0,1.0,1.0,1.0,1.0,14859.0,10880.0,4500.0,1300.0
2021,4116208,141.42,59.37,1.0,1.0,1.0,0.0,5062.0,2824.0,1151.95,345.03
2020,4117503,301.5,190.18,1.0,1.0,1.0,0.0,18156.0,13732.0,2885.12,1919.57
2019,4122404,350.85,239.64,1.0,1.0,2.0,0.0,24663.0,11839.0,5005.43,1735.58
2019,4123501,116.87,83.19,1.0,1.0,1.0,0.0,4741.0,3807.0,1178.17,592.46
2021,4126108,51.02,16.18,1.0,1.0,0.0,0.0,2063.0,1101.0,331.29,125.35
2020,4128534,57.52,20.76,1.0,1.0,1.0,0.0,2971.0,945.0,387.38,101.55
2019,3300258,172.0,28.0,1.0,1.0,0.0,0.0,13285.0,13285.0,2678.0,2345.0
2019,3303401,741.3,438.7,1.0,1.0,8.0,6.0,43583.0,39872.0,13835.71,7723.11
2021,3304706,228.0,400.0,1.0,1.0,13.0,8.0,13687.0,18068.0,4825.0,0.0
2021,2403004,26.29,42.14,1.0,1.0,0.0,0.0,2408.0,1500.0,349.61,0.0
2020,2406908,9.64,7.79,1.0,1.0,0.0,0.0,814.0,831.0,157.62,94.62
2019,4304408,193.65,36.2,1.0,1.0,0.0,0.0,12614.0,1379.0,10526.87,658.86
2019,4305454,177.64,15.67,1.0,1.0,0.0,0.0,16684.0,965.0,2330.39,323.77
2021,4310207,299.42,44.64,1.0,1.0,0.0,0.0,24440.0,3149.0,8826.43,504.8
2020,4313409,907.1,73.72,1.0,1.0,0.0,0.0,53147.0,2847.0,20399.42,761.12
2021,4323457,15.21,12.0,1.0,1.0,0.0,0.0,1058.0,430.0,105.62,0.0
2020,4202008,381.0,310.0,1.0,1.0,0.0,0.0,30018.0,26291.0,22100.0,15630.0
2019,4205456,116.82,34.99,1.0,1.0,0.0,0.0,8485.0,1536.0,0.0,477.79
2019,4216909,138.33,2.1,1.0,1.0,0.0,0.0,5948.0,76.0,1224.48,26.95
2019,4218301,148.77,1.0,1.0,1.0,1.0,0.0,5421.0,90.0,669.83,14.09
2019,4218509,36.67,18.01,1.0,1.0,0.0,0.0,1984.0,762.0,397.12,215.72
2019,2800506,49.24,65.0,1.0,1.0,5.0,0.0,4086.0,6132.0,1034.7,1000.0
2020,3506102,731.0,729.0,1.0,1.0,4.0,4.0,31164.0,31164.0,9206.91,1866.31
2020,3506201,15.09,16.04,1.0,1.0,0.0,0.0,1035.0,1030.0,202.15,168.31
2021,3507407,75.0,75.0,1.0,1.0,1.0,1.0,7380.0,7362.0,1686.07,1106.0
2021,3509304,38.26,38.26,1.0,1.0,1.0,1.0,4001.0,4296.0,801.25,0.0
2019,3511102,500.0,500.0,1.0,1.0,0.0,0.0,51436.0,49333.0,12653.37,8125.76
2021,3513900,42.48,27.84,1.0,1.0,1.0,1.0,3481.0,3093.0,674.9,379.86
2021,3516101,15.98,18.46,1.0,1.0,0.0,0.0,1206.0,1178.0,340.2,268.72
2019,3516101,15.98,18.36,1.0,1.0,0.0,0.0,1096.0,1069.0,340.11,270.86
2021,3516309,399.97,235.2,1.0,1.0,1.0,1.0,50628.0,25330.0,0.0,0.0
2021,3517208,49.99,48.0,1.0,1.0,0.0,0.0,3106.0,2913.0,829.79,733.08
2020,3522653,16.66,8.13,1.0,1.0,1.0,1.0,1037.0,759.0,178.76,88.82
2019,3522901,42.0,32.0,1.0,1.0,0.0,0.0,5168.0,4220.0,950.0,0.0
2019,3524006,87.54,36.43,1.0,1.0,1.0,1.0,17344.0,15214.0,4678.71,2345.15
2021,3526506,20.5,18.0,1.0,1.0,1.0,0.0,2276.0,2224.0,554.68,248.95
2019,3530300,475.0,492.0,1.0,1.0,1.0,0.0,23347.0,23943.0,5324.0,3000.0
2020,3532801,28.95,28.95,1.0,1.0,1.0,1.0,2685.0,2645.0,773.9,218.67
