ano,id_municipio,extensao_rede_agua,extensao_rede_esgoto,quantidade_sede_municipal_agua,quantidade_sede_municipal_esgoto,quantidade_localidade_agua,quantidade_localidade_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,volume_agua_produzido,volume_esgoto_tratado
2019,4202800,204.41,35.19,1.0,1.0,0.0,0.0,6467.0,1731.0,1981.46,523.0
2020,4205209,28.17,14.87,1.0,1.0,0.0,0.0,1353.0,879.0,267.83,120.0
2019,4214300,18.25,8.99,1.0,1.0,1.0,0.0,519.0,299.0,83.63,52.37
2020,4215307,31.88,50.0,1.0,1.0,0.0,9.0,1821.0,5183.0,371.91,0.0
2021,4216602,620.83,98.73,1.0,1.0,1.0,0.0,54837.0,15035.0,0.0,7023.08
2021,4218509,42.46,21.25,1.0,1.0,0.0,0.0,2062.0,930.0,404.4,208.28
2021,3500402,61.95,38.95,1.0,1.0,4.0,4.0,4045.0,3760.0,832.7,529.57
2020,3500501,127.6,237.8,1.0,1.0,0.0,0.0,7467.0,6295.0,2856.0,935.95
2019,3502200,162.1,64.91,1.0,1.0,4.0,4.0,7937.0,6457.0,1618.84,862.63
2020,3505906,300.0,280.0,1.0,1.0,0.0,0.0,24500.0,23994.0,9412.0,5059.8
2019,3506201,13.07,16.04,1.0,1.0,0.0,0.0,1030.0,1024.0,197.52,158.69
2021,3507159,23.12,9.75,1.0,1.0,0.0,0.0,935.0,884.0,151.8,94.44
2020,3511201,25.15,24.86,1.0,1.0,0.0,0.0,2840.0,2830.0,534.32,429.8
2021,3511706,81.85,45.18,1.0,1.0,1.0,1.0,6791.0,5359.0,1633.4,670.59
2019,3512803,185.0,185.0,1.0,1.0,0.0,0.0,18110.0,17721.0,7000.0,0.0
2019,3513504,255.22,148.35,1.0,1.0,1.0,1.0,29947.0,17067.0,13905.55,3619.13
2021,3514924,17.0,17.0,1.0,1.0,2.0,2.0,1343.0,1338.0,349.0,153.9
2019,3515194,14.36,14.59,1.0,1.0,0.0,0.0,1554.0,1549.0,306.99,219.08
2020,3518404,630.0,450.77,1.0,1.0,3.0,2.0,43964.0,40681.0,16272.14,2094.0
2019,3518859,48.0,46.0,1.0,1.0,0.0,0.0,2936.0,2936.0,1635.2,146.0
2020,3519303,201.0,179.0,1.0,1.0,0.0,0.0,11373.0,11273.0,4380.0,1489.2
2019,3521804,76.67,69.31,1.0,1.0,0.0,0.0,7706.0,7597.0,1306.51,1012.79
2020,3523701,24.17,19.03,1.0,1.0,0.0,0.0,2059.0,1918.0,418.99,290.34
2020,3529302,394.07,379.8,1.0,1.0,2.0,2.0,30794.0,30727.0,9978.97,6668.93
2020,3530201,40.55,56.51,1.0,1.0,2.0,2.0,4482.0,3674.0,804.49,564.93
2020,3530706,649.55,579.02,1.0,1.0,6.0,1.0,60386.0,59257.0,19534.4,5927.25
2019,3530805,496.0,400.0,1.0,1.0,0.0,0.0,34602.0,32636.0,10900.46,4744.49
2019,3531209,26.0,24.0,1.0,1.0,1.0,1.0,2500.0,2011.0,963.36,0.0
2019,3532504,80.0,32.0,1.0,1.0,3.0,0.0,3500.0,3750.0,980.0,400.0
2019,3535309,110.0,110.0,1.0,1.0,1.0,1.0,8680.0,8584.0,2030.0,1044.0
2021,3538600,164.46,76.49,1.0,1.0,1.0,1.0,8911.0,6854.0,1732.0,739.14
2019,3540606,205.01,151.31,1.0,1.0,0.0,0.0,16114.0,15871.0,2947.4,2550.8
2021,3543907,930.0,755.5,1.0,1.0,4.0,4.0,77325.0,75824.0,22980.91,15828.0
2020,3544400,21.29,20.37,1.0,1.0,1.0,1.0,1099.0,1083.0,182.41,147.46
2019,3546306,172.0,88.0,1.0,1.0,0.0,0.0,10874.0,10874.0,1948.0,0.0
2020,3548401,19.17,17.81,1.0,1.0,0.0,0.0,1643.0,1635.0,276.85,232.88
2020,3550605,329.04,185.92,1.0,1.0,1.0,1.0,23115.0,15655.0,7746.65,2632.86
2020,3551108,81.97,43.43,1.0,1.0,1.0,1.0,4180.0,2395.0,662.41,332.07
2021,3551504,118.37,118.37,1.0,1.0,0.0,0.0,16265.0,16208.0,9905.4,1861.79
2019,3552304,41.96,40.72,1.0,1.0,1.0,1.0,2805.0,2783.0,505.52,414.21
2019,3552601,93.0,93.0,1.0,1.0,0.0,0.0,4576.0,4566.0,1182.0,975.0
2019,3553906,30.93,32.58,1.0,1.0,0.0,0.0,2296.0,2266.0,367.87,329.43
2021,3554805,163.5,105.91,1.0,1.0,1.0,1.0,16341.0,15178.0,3927.2,2217.66
2020,2904209,59.12,31.71,1.0,1.0,1.0,0.0,2513.0,1114.0,346.5,63.23
2020,2904506,17.52,10.82,1.0,1.0,0.0,0.0,1562.0,688.0,160.99,0.0
2020,2908507,63.54,2.84,1.0,1.0,0.0,0.0,5853.0,480.0,1282.14,39.53
2019,2910701,373.26,46.6,1.0,1.0,20.0,0.0,15411.0,3656.0,1557.09,353.82
2019,2911253,31.42,0.8,1.0,1.0,0.0,0.0,1434.0,42.0,141.59,0.0
2021,2915601,175.17,149.3,1.0,1.0,1.0,0.0,19792.0,15232.0,2702.72,1440.91
2021,2916104,162.03,91.42,1.0,1.0,0.0,0.0,8819.0,4531.0,1820.32,431.89
2019,2918001,496.65,461.97,1.0,1.0,2.0,0.0,52517.0,47775.0,7982.98,4855.08
2020,2922607,15.52,29.0,1.0,1.0,0.0,8.0,1302.0,3325.0,169.36,0.0
2021,2930501,303.63,18.99,1.0,1.0,28.0,0.0,29036.0,3088.0,7752.96,266.62
2019,2930709,436.7,76.82,1.0,1.0,0.0,0.0,25262.0,14112.0,10184.72,1755.59
2021,2931509,100.9,27.0,1.0,1.0,9.0,0.0,6230.0,2750.0,1435.15,0.0
2020,2304004,49.22,10.55,1.0,1.0,1.0,0.0,4375.0,919.0,253.49,71.16
2019,2304285,249.4,25.43,1.0,1.0,0.0,0.0,16159.0,1865.0,3595.21,219.34
2020,2307403,98.0,34.0,1.0,1.0,3.0,0.0,7226.0,2040.0,2076.0,314.0
2020,2308005,93.5,24.83,1.0,1.0,2.0,0.0,7864.0,2022.0,1533.07,175.62
2021,2311306,203.7,83.56,1.0,1.0,2.0,0.0,20048.0,6177.0,4019.72,418.05
2020,3200904,125.97,32.21,1.0,1.0,1.0,0.0,10216.0,3311.0,2001.07,405.45
2021,3202702,64.0,42.0,1.0,1.0,3.0,3.0,3229.0,2911.0,1024.0,465.0
2020,3204252,28.59,16.51,1.0,1.0,1.0,1.0,2265.0,1417.0,340.02,136.45
2021,3205200,1374.03,413.93,1.0,1.0,4.0,4.0,96182.0,35904.0,27083.54,15236.6
2020,3205309,868.0,479.69,1.0,1.0,0.0,0.0,56731.0,42046.0,0.0,21848.5
2019,5205406,115.35,121.63,1.0,1.0,0.0,0.0,9603.0,7741.0,2668.27,1012.31
2020,5207402,59.65,71.88,1.0,1.0,0.0,0.0,4807.0,4597.0,682.15,541.03
2021,5210208,254.87,197.51,1.0,1.0,0.0,0.0,16754.0,6342.0,2485.99,764.66
2021,5213053,8.92,18.2,1.0,1.0,0.0,0.0,690.0,542.0,72.01,41.72
2021,5219753,208.33,63.36,1.0,1.0,0.0,0.0,21176.0,12175.0,3615.24,1350.19
2020,2105302,595.33,136.5,1.0,1.0,0.0,0.0,67016.0,22535.0,41012.82,4244.61
2020,2112001,11.68,15.0,1.0,1.0,0.0,0.0,1770.0,1330.0,983.64,250.0
2020,3101508,114.29,68.27,1.0,1.0,0.0,0.0,12652.0,9268.0,2578.33,0.0
2021,3103702,15.69,11.7,1.0,1.0,1.0,1.0,1560.0,850.0,182.2,130.0
2020,3104205,231.25,310.0,1.0,1.0,0.0,0.0,16882.0,15902.0,3580.87,2681.58
2021,3106507,349.42,25.14,1.0,1.0,2.0,2.0,2356.0,1382.0,313.26,0.0
2021,3106705,1577.0,1078.67,1.0,1.0,0.0,0.0,130640.0,116244.0,40224.28,13215.6
2020,3109006,242.05,101.14,1.0,1.0,4.0,1.0,11475.0,8195.0,2514.46,138.67
2020,3112505,110.53,65.5,1.0,1.0,0.0,0.0,4537.0,1002.0,900.62,29.86
2019,3112703,38.51,26.83,1.0,1.0,0.0,0.0,3694.0,2012.0,479.63,144.43
2020,3114006,126.0,101.0,1.0,1.0,7.0,1.0,4502.0,3813.0,797.85,255.31
2021,3117207,97.0,36.0,1.0,1.0,0.0,0.0,1056.0,993.0,420.0,0.0
2020,3118205,42.02,22.0,1.0,1.0,1.0,0.0,2794.0,2459.0,422.17,211.77
2021,3120706,24.72,38.0,1.0,1.0,1.0,1.0,1636.0,2109.0,256.51,200.0
2021,3122405,39.84,39.0,1.0,1.0,0.0,0.0,2181.0,2108.0,338.18,0.0
2021,3129509,90.11,74.07,1.0,1.0,3.0,2.0,7946.0,7535.0,1757.66,0.0
2019,3130655,30.87,8.16,1.0,1.0,1.0,0.0,1200.0,415.0,135.47,27.24
2021,3130903,44.01,29.61,1.0,1.0,0.0,0.0,5015.0,3128.0,798.38,0.0
2019,3131208,108.0,81.2,1.0,1.0,0.0,0.0,6948.0,6117.0,1512.0,0.0
2020,3131604,37.93,30.0,1.0,1.0,0.0,1.0,2449.0,2600.0,395.53,900.0
2021,3135209,318.13,105.86,1.0,1.0,0.0,0.0,19787.0,5164.0,2872.66,413.32
2021,3136553,18.7,19.0,1.0,1.0,0.0,0.0,1104.0,1700.0,136.95,0.0
2019,3139003,104.34,96.35,1.0,1.0,3.0,3.0,12006.0,11410.0,2928.77,1396.87
2021,3139706,41.04,14.0,1.0,1.0,0.0,0.0,2176.0,554.0,399.3,515.0
2020,3142700,50.45,13.02,1.0,1.0,0.0,0.0,3768.0,355.0,564.39,32.17
2021,3142908,127.41,26.36,1.0,1.0,0.0,0.0,6524.0,560.0,864.56,42.79
2020,3143302,1817.7,1282.24,1.0,1.0,5.0,1.0,141486.0,140666.0,28286.68,11479.11
2021,3144102,86.9,44.0,1.0,1.0,0.0,0.0,8041.0,5800.0,1409.17,0.0
2019,3145000,117.65,117.65,1.0,1.0,1.0,1.0,5217.0,5217.0,1068.22,745.38
2019,3146255,27.28,5.62,1.0,1.0,2.0,1.0,1591.0,727.0,232.92,62.61
2020,3152501,676.07,550.67,1.0,1.0,1.0,1.0,53663.0,54003.0,10825.77,5015.86
2020,3154705,32.53,22.0,1.0,1.0,0.0,0.0,1720.0,1900.0,269.68,0.0
2021,3158409,16.67,32.4,1.0,1.0,0.0,0.0,1386.0,1150.0,199.92,0.0
2019,3162203,46.86,46.82,1.0,1.0,0.0,0.0,2935.0,2904.0,585.45,325.5
2019,3165578,16.61,13.6,1.0,1.0,1.0,2.0,1610.0,1250.0,219.76,0.0
2019,3166204,30.0,31.0,1.0,1.0,16.0,0.0,6025.0,850.0,250.0,0.0
2019,3171402,10.16,12.0,1.0,1.0,1.0,2.0,970.0,1952.0,150.08,0.0
2019,3172004,65.6,75.0,1.0,1.0,0.0,0.0,13330.0,12282.0,2438.35,0.0
2021,5001102,281.69,44.97,1.0,1.0,4.0,0.0,14513.0,2707.0,3013.45,339.34
2021,5003157,56.9,23.87,1.0,1.0,0.0,0.0,2633.0,1876.0,404.51,75.92
2021,5005103,21.6,24.04,1.0,1.0,1.0,1.0,1026.0,857.0,242.52,112.98
2020,1502400,384.0,26.48,1.0,1.0,1.0,0.0,11431.0,387.0,3719.48,75.58
2020,2502300,7.2,2.2,1.0,1.0,0.0,0.0,716.0,250.0,114.89,0.0
2019,2507507,1032.76,654.28,1.0,1.0,1.0,0.0,209441.0,149174.0,66622.07,31025.97
2020,2512507,41.15,22.12,1.0,1.0,0.0,0.0,9379.0,211.0,1623.6,19.63
2021,2604106,1070.4,818.47,1.0,1.0,2.0,0.0,114046.0,52199.0,26466.06,7700.22
2019,2605152,49.57,18.34,1.0,1.0,2.0,0.0,2583.0,1651.0,449.42,117.66
2021,2606705,34.85,10.0,1.0,1.0,0.0,0.0,1872.0,935.0,236.03,100.0
2019,2606804,317.37,18.93,1.0,1.0,2.0,0.0,24843.0,999.0,6809.61,193.34
2020,2608750,55.22,41.73,1.0,1.0,1.0,2.0,4610.0,5311.0,1229.66,319.44
2021,2613008,104.62,138.97,1.0,1.0,2.0,0.0,9293.0,15122.0,1579.44,0.0
2020,2614204,61.86,38.44,1.0,1.0,2.0,2.0,7486.0,2127.0,2612.71,231.5
2021,2202901,40.4,12.74,1.0,1.0,0.0,0.0,5591.0,1191.0,1993.82,170.69
2021,2208007,132.16,120.42,1.0,1.0,1.0,0.0,24615.0,12342.0,11290.1,1605.06
2020,4100707,92.59,43.86,1.0,1.0,3.0,0.0,3544.0,2068.0,568.11,251.4
2020,4101408,812.68,703.51,1.0,1.0,0.0,0.0,48425.0,37210.0,10142.46,5402.34
2021,4104006,293.5,159.09,1.0,1.0,3.0,0.0,13678.0,11429.0,415.75,1430.4
2020,4104501,137.87,87.31,1.0,1.0,0.0,0.0,5338.0,3215.0,992.96,423.93
2021,4108601,230.64,132.31,1.0,1.0,1.0,0.0,11492.0,6326.0,2159.28,796.99
2021,4109500,28.65,23.33,1.0,1.0,0.0,0.0,1032.0,890.0,148.68,98.47
2020,4110078,92.7,36.87,1.0,1.0,1.0,0.0,3712.0,1842.0,514.72,210.82
2020,4110607,123.09,34.18,1.0,1.0,2.0,0.0,5560.0,2312.0,932.6,317.01
2019,4110607,101.88,33.41,1.0,1.0,2.0,0.0,5411.0,2008.0,918.04,317.55
2020,4110953,64.45,32.03,1.0,1.0,4.0,0.0,3740.0,1473.0,725.66,210.51
2020,4111704,33.79,5.12,1.0,1.0,1.0,0.0,1894.0,163.0,266.69,16.75
2021,4114203,276.53,166.7,1.0,1.0,0.0,0.0,14918.0,10313.0,2467.56,1275.31
2020,4114807,210.0,210.0,1.0,1.0,1.0,1.0,14859.0,10612.0,4500.0,1300.0
2021,4120101,28.57,19.14,1.0,1.0,0.0,0.0,1630.0,1307.0,307.65,135.86
2020,4121752,33.72,19.17,1.0,1.0,0.0,0.0,1495.0,1140.0,221.47,122.92
2020,4124509,35.6,25.18,1.0,1.0,0.0,0.0,2392.0,1343.0,446.29,184.01
2021,4127965,67.39,4.2,1.0,1.0,1.0,0.0,2860.0,333.0,466.94,18.81
2021,2402501,15.03,12.47,1.0,1.0,0.0,0.0,1021.0,852.0,368.27,114.01
2021,2403509,53.44,5.88,1.0,1.0,0.0,0.0,2147.0,509.0,295.84,49.99
2020,2405801,162.08,23.6,1.0,1.0,0.0,0.0,9021.0,3671.0,2129.39,421.1
2020,2413409,21.4,20.5,1.0,1.0,6.0,0.0,1761.0,1671.0,340.8,168.5
2021,1101450,9.85,2.2,1.0,1.0,0.0,0.0,521.0,150.0,113.51,14.5
2019,4302808,134.25,4.39,1.0,1.0,0.0,0.0,11204.0,483.0,1817.71,0.0
2021,4308607,137.85,80.0,1.0,1.0,0.0,0.0,7735.0,1300.0,2409.43,600.0
2021,4310108,179.09,3.88,1.0,1.0,0.0,0.0,8739.0,273.0,376.82,0.0
2021,4312609,15.0,2.0,1.0,1.0,1.0,1.0,1600.0,80.0,420.0,0.0
2020,4316808,598.01,161.72,1.0,1.0,0.0,0.0,38281.0,6563.0,17065.07,694.12
2021,4321105,86.7,4.72,1.0,1.0,0.0,0.0,5859.0,146.0,793.0,14.9
2019,4321832,30.5,3.55,1.0,1.0,6.0,4.0,870.0,188.0,115.0,102.0
2021,4323358,3.5,3.3,1.0,1.0,1.0,0.0,255.0,218.0,25.0,0.0
2021,4202800,208.14,35.18,1.0,1.0,0.0,0.0,6709.0,1833.0,1759.32,507.41
2019,4203600,171.23,81.13,1.0,1.0,7.0,1.0,10031.0,8067.0,2570.11,1238.07
2021,4207106,99.92,4.32,1.0,0.0,10.0,2.0,3853.0,1188.0,984.8,363.0
2020,4211751,61.56,24.63,1.0,1.0,0.0,0.0,5403.0,1303.0,1429.75,105.79
2021,2804607,99.18,43.6,1.0,1.0,0.0,0.0,8002.0,3620.0,1629.75,179.94
2021,2807105,117.57,10.16,1.0,1.0,10.0,0.0,10493.0,948.0,2114.79,123.36
2021,3503406,48.14,35.94,1.0,1.0,2.0,2.0,3202.0,2863.0,662.2,436.69
2019,3504305,19.68,13.47,1.0,1.0,1.0,1.0,1403.0,1364.0,246.37,199.55
2020,3504800,60.0,55.0,1.0,1.0,0.0,0.0,3749.0,3714.0,860.0,655.0
2021,3506003,1736.95,1439.56,1.0,1.0,1.0,1.0,131782.0,128039.0,46489.92,972.33
2021,3508306,44.66,39.19,1.0,1.0,0.0,0.0,1527.0,1447.0,264.29,178.37
2019,3508504,489.91,293.45,1.0,1.0,6.0,6.0,35205.0,29824.0,8527.02,4497.51
2019,3509007,321.85,179.03,1.0,1.0,1.0,1.0,30611.0,24633.0,0.0,0.0
2020,3510609,672.9,441.82,1.0,1.0,2.0,2.0,104610.0,75167.0,0.0,6199.25
2020,3513108,161.0,161.0,1.0,1.0,0.0,0.0,12430.0,12430.0,4441.45,2785.5
2021,3516853,16.0,16.0,1.0,1.0,1.0,1.0,2007.0,2100.0,660.0,296.0
2019,3519071,602.44,358.46,1.0,1.0,0.0,0.0,72587.0,68886.0,19862.05,11374.1
2020,3520202,66.26,16.32,1.0,1.0,0.0,0.0,3256.0,1522.0,611.81,205.77
2020,3520400,134.95,85.8,1.0,1.0,2.0,2.0,12551.0,7349.0,3834.44,1567.4
2020,3521507,29.45,31.38,1.0,1.0,0.0,0.0,2642.0,2651.0,469.2,407.74
2021,3522505,531.42,307.46,1.0,1.0,1.0,1.0,66542.0,45189.0,628.8,3182.79
2019,3523107,915.1,469.45,1.0,1.0,0.0,0.0,97711.0,65552.0,0.0,1319.71
2021,3527207,268.12,208.39,1.0,1.0,0.0,0.0,32524.0,31900.0,7587.5,4534.12
2019,3531100,425.56,321.17,1.0,1.0,0.0,0.0,39325.0,31672.0,8849.42,3767.18
2021,3531506,125.0,120.0,1.0,1.0,1.0,1.0,7449.0,7434.0,2431.62,430.11
2020,3534302,230.0,315.0,1.0,1.0,0.0,0.0,14382.0,14276.0,10137.0,0.0
2021,3536406,60.0,49.0,1.0,1.0,1.0,0.0,3370.0,1250.0,600.0,200.0
2021,3537305,306.86,299.06,1.0,1.0,1.0,1.0,29226.0,29027.0,7030.4,3770.3
2019,3539202,137.18,108.69,1.0,1.0,1.0,1.0,10168.0,9695.0,1797.69,1482.55
2019,3539400,54.22,49.73,1.0,1.0,2.0,2.0,4658.0,4258.0,871.45,670.77
2020,3541802,14.69,15.56,1.0,1.0,0.0,0.0,1348.0,1342.0,201.56,186.79
2021,3549904,1844.16,1266.22,1.0,1.0,1.0,1.0,193550.0,183648.0,70750.5,38097.35
2020,3550100,214.81,146.63,1.0,1.0,1.0,1.0,15600.0,15170.0,3859.36,2299.07
2019,3550704,357.37,266.12,1.0,1.0,1.0,1.0,24682.0,19538.0,8906.65,3729.25
2020,3550803,62.5,62.1,1.0,1.0,0.0,0.0,3576.0,3504.0,828.0,542.06
2021,3552601,108.0,108.0,1.0,1.0,0.0,0.0,4788.0,4778.0,1606.0,1335.0
2019,3554508,165.0,182.36,1.0,1.0,0.0,0.0,14421.0,13070.0,4538.73,1406.41
2020,1705508,234.15,208.98,1.0,1.0,0.0,0.0,12576.0,9452.0,2163.9,868.82
2019,2701704,23.23,1.65,1.0,1.0,0.0,0.0,2293.0,10.0,782.38,6.17
2020,2900207,69.69,26.6,1.0,1.0,2.0,0.0,3999.0,2164.0,626.9,203.57
2019,2900702,626.3,100.18,1.0,1.0,25.0,1.0,51317.0,13111.0,18330.0,1318.0
2019,2906501,299.96,176.47,1.0,1.0,5.0,0.0,25826.0,12923.0,0.0,1219.37
2020,2908606,173.94,30.34,1.0,1.0,4.0,0.0,6565.0,2230.0,933.77,220.07
2021,2909307,40.0,14.6,1.0,1.0,6.0,0.0,8690.0,1610.0,1913.12,0.0
2021,2912707,37.88,85.0,1.0,1.0,3.0,3.0,5137.0,4000.0,685.51,0.0
2019,2914653,85.49,2.07,1.0,1.0,1.0,0.0,7783.0,322.0,992.69,29.44
2021,2919959,42.03,4.0,1.0,1.0,0.0,1.0,1780.0,30.0,364.44,0.0
2019,2920908,27.95,1.2,1.0,1.0,2.0,0.0,3703.0,32.0,425.1,0.0
2019,2927705,93.18,33.98,1.0,1.0,3.0,,6553.0,4294.0,1125.49,552.25
2021,2931350,443.68,248.64,1.0,1.0,3.0,0.0,43017.0,28122.0,6825.57,3107.51
2020,2933109,37.98,5.0,1.0,1.0,2.0,0.0,2971.0,500.0,0.0,0.0
2021,2304285,262.17,35.9,1.0,1.0,0.0,0.0,18215.0,2549.0,0.0,294.01
2020,2305332,99.87,9.0,1.0,1.0,5.0,4.0,3201.0,810.0,493.85,0.0
2021,2305506,446.41,31.0,1.0,1.0,23.0,0.0,32545.0,3941.0,5743.84,508.28
2021,2306900,200.13,31.15,1.0,1.0,43.0,0.0,11918.0,4533.0,2747.79,386.16
2021,2307650,590.99,235.32,1.0,1.0,0.0,0.0,75075.0,41112.0,0.0,3520.48
2020,2309706,179.39,42.05,1.0,1.0,7.0,2.0,20727.0,12317.0,2212.6,1017.67
2019,2311959,13.95,3.64,1.0,1.0,0.0,0.0,1198.0,189.0,128.99,15.1
2021,2312908,825.98,614.4,1.0,1.0,32.0,3.0,67552.0,47051.0,19752.15,4700.53
2020,3200607,534.87,353.35,1.0,1.0,6.0,5.0,31689.0,24236.0,7968.89,1973.7
2020,3202504,80.0,65.0,1.0,1.0,2.0,1.0,3509.0,3040.0,1260.0,0.0
2019,3204252,28.89,4.04,1.0,1.0,1.0,1.0,2198.0,1377.0,322.57,125.48
2021,5201454,25.51,14.23,1.0,1.0,0.0,0.0,1184.0,1161.0,153.05,117.82
2020,5201454,17.54,14.23,1.0,1.0,0.0,0.0,1177.0,1156.0,157.5,114.73
2021,5204102,59.69,47.1,1.0,1.0,0.0,0.0,4225.0,3094.0,712.52,0.0
2019,5213756,66.62,35.23,1.0,1.0,0.0,0.0,3996.0,2038.0,649.45,266.39
2020,2102325,52.8,0.7,1.0,1.0,0.0,0.0,818.0,7.0,860.0,0.0
2019,2105401,72.49,7.25,1.0,1.0,1.0,0.0,10292.0,800.0,4185.85,0.0
2019,2109007,109.8,4.34,1.0,1.0,22.0,0.0,6402.0,424.0,4044.6,21.57
2021,3100302,42.0,484.0,1.0,1.0,5.0,5.0,3182.0,2600.0,684.0,0.0
2019,3105202,14.0,6.7,1.0,1.0,1.0,0.0,1382.0,1074.0,196.93,0.0
2021,3107901,27.63,29.26,1.0,1.0,0.0,0.0,2841.0,2850.0,406.19,244.58
2019,3109303,90.83,22.56,1.0,1.0,1.0,0.0,7292.0,2949.0,1114.75,245.46
2020,3110608,147.98,90.46,1.0,1.0,4.0,4.0,10730.0,9980.0,3074.81,16.39
2020,3112109,5.18,14.0,1.0,1.0,0.0,3.0,743.0,1000.0,103.08,0.0
2020,3112901,14.36,6.0,1.0,1.0,0.0,2.0,1674.0,260.0,259.27,0.0
2020,3115201,11.18,8.46,1.0,1.0,0.0,0.0,1236.0,795.0,158.46,40.77
2021,3117876,93.77,0.75,1.0,1.0,0.0,0.0,3589.0,1.0,1097.68,107.13
2019,3121407,104.0,87.0,1.0,1.0,5.0,2.0,2335.0,2088.0,658.0,0.0
2020,3122900,18.97,28.0,1.0,1.0,1.0,1.0,2319.0,2901.0,412.09,0.0
2019,3127388,38.78,20.27,1.0,1.0,0.0,5.0,1768.0,1628.0,295.22,0.0
2021,3127503,22.0,18.0,1.0,1.0,5.0,2.0,1600.0,1290.0,300.0,0.0
2021,3129301,27.17,20.0,1.0,1.0,1.0,0.0,3057.0,1806.0,454.49,0.0
2020,3130903,44.5,32.76,1.0,1.0,0.0,0.0,4976.0,3073.0,741.03,0.0
2020,3131703,422.58,323.31,1.0,1.0,14.0,5.0,33271.0,31083.0,10475.7,2298.52
2021,3133600,52.02,30.44,1.0,1.0,0.0,0.0,3654.0,2625.0,540.83,0.0
2021,3134301,51.69,12.6,1.0,1.0,2.0,0.0,2695.0,1850.0,365.71,0.0
2019,3138401,148.92,64.0,1.0,1.0,0.0,0.0,16808.0,9048.0,3544.59,983.0
2019,3142403,32.5,22.0,1.0,1.0,2.0,0.0,3218.0,2578.0,479.62,407.68
2019,3144003,50.88,28.86,1.0,1.0,0.0,0.0,5386.0,3614.0,826.75,0.0
2020,3136603,35.44,12.25,1.0,1.0,1.0,0.0,1777.0,1750.0,254.7,0.0
2020,3156809,62.9,38.7,1.0,1.0,2.0,2.0,3972.0,2708.0,1054.6,0.0
2021,3158805,20.3,20.08,1.0,1.0,0.0,0.0,2038.0,1276.0,309.02,0.0
2019,3160306,18.77,27.0,1.0,1.0,0.0,3.0,2714.0,1850.0,280.51,0.0
2020,3125507,19.67,2.0,1.0,1.0,0.0,0.0,1188.0,616.0,154.66,0.0
2021,3162203,55.1,53.37,1.0,1.0,0.0,0.0,3120.0,3060.0,661.84,317.59
2019,3165537,180.1,115.15,1.0,1.0,0.0,0.0,13229.0,11829.0,2366.85,92.77
2020,3167608,19.36,32.0,1.0,1.0,0.0,2.0,3278.0,580.0,497.87,0.0
2019,3168051,12.0,10.0,1.0,1.0,1.0,1.0,1121.0,957.0,252.0,0.0
2020,3171105,19.35,16.0,1.0,1.0,0.0,2.0,1117.0,670.0,167.59,79.05
2019,3171204,540.5,316.94,1.0,1.0,1.0,0.0,31706.0,29459.0,11687.11,3085.83
2021,3171808,37.43,16.36,1.0,1.0,1.0,1.0,2825.0,1940.0,392.04,0.0
2019,5003157,55.93,23.87,1.0,1.0,0.0,0.0,2879.0,1694.0,348.55,162.92
2021,5008305,753.09,723.0,1.0,1.0,1.0,0.0,50736.0,41537.0,11408.35,4080.72
2020,5101704,92.0,46.0,1.0,1.0,3.0,0.0,9035.0,2000.0,4415.04,0.0
2020,5102504,412.45,39.5,1.0,1.0,3.0,0.0,24621.0,1914.0,7431.26,232.33
2019,1505502,257.05,44.86,1.0,1.0,9.0,0.0,24538.0,6057.0,9123.27,534.89
2021,2501351,8.75,2.0,1.0,1.0,0.0,0.0,907.0,487.0,148.59,0.0
2019,2505006,8.17,1.52,1.0,1.0,0.0,0.0,1778.0,215.0,190.87,23.82
2020,2508307,18.83,1.85,1.0,1.0,0.0,0.0,3768.0,96.0,1134.11,10.83
2020,2601607,92.24,24.0,1.0,1.0,1.0,0.0,4438.0,1200.0,1231.5,120.0
2019,2603108,53.09,48.0,1.0,1.0,0.0,1.0,6595.0,3750.0,659.75,0.0
2020,2603454,344.17,7.59,1.0,1.0,1.0,1.0,30549.0,562.0,12389.09,168.56
2019,2608750,55.22,35.33,1.0,1.0,1.0,2.0,4494.0,4039.0,1232.81,251.6
2020,2609303,79.65,20.0,1.0,1.0,1.0,1.0,3851.0,1800.0,513.06,0.0
2020,2613800,32.11,60.0,1.0,1.0,2.0,0.0,2609.0,6500.0,677.47,0.0
2021,2614501,166.26,64.09,1.0,1.0,0.0,0.0,19950.0,4031.0,3380.11,245.05
2019,2201903,76.99,39.82,1.0,1.0,0.0,0.0,7450.0,2550.0,2493.41,384.0
2020,2208908,22.45,15.22,1.0,1.0,0.0,0.0,1322.0,894.0,452.41,111.5
2021,2211001,3021.51,554.8,1.0,1.0,1.0,0.0,320097.0,71966.0,112214.6,10760.2
2021,4101804,736.18,261.03,1.0,1.0,3.0,0.0,41265.0,32014.0,103.88,4248.26
2020,4106605,208.73,130.24,1.0,1.0,0.0,0.0,8570.0,5815.0,1528.46,853.64
2019,4109807,459.78,299.57,1.0,1.0,4.0,1.0,20975.0,19178.0,5904.6,2989.63
2020,4110102,192.21,147.6,1.0,1.0,3.0,0.0,8262.0,5768.0,1384.18,660.3
2021,4111001,33.89,26.2,1.0,1.0,2.0,0.0,2255.0,1831.0,678.9,401.0
